name,type,ingredients,alcohol_content,volume,awards,additional_info,product_introduction,pairing_food,brewery,address,website,contact_info,Naver Name,Naver Price,Naver Shipping Cost,Naver Link
오디여라,증류주,"오디증류원액(오디:국내산), 정제수, 올리고당",25%  ,375ml,,,"국내산 유기농 오디와 국내 기술로 분리해 낸 토종 베리효모를 사용하여 저온 발효, 오크통 숙성으로 부드럽고 풍부한 오크향을 부여한 술이다.","육류 및 치즈, 해산물 등.",전주이강주,전북 완주군 소양면 신지송광로 619-12,https://smartstore.naver.com/leegangju,,오디여라 25%,"20,000원","3,000원",https://cr.shopping.naver.com/adcr.nhn?x=BrtMrv164bMbpBGNAFzBDf%2F%2F%2Fw%3D%3DsV0qpAaNa%2Bo%2BUV6u9g8oeerQVXWJ0JpI5mKgWryJQR%2BSgrWIgWNIslfpSSjy7iYcE%2BshMS9N6cpUHGDDGM1ulMnv37yrp%2BnjENKKlVv2YmMWR1MWiqscl35cLlEPEUqNquxyjQ2xiS0J64ipbfeSiSfi%2FApXfRUlOOdPAZGxDz4Cj4ibq2IFNiM2Dz14f%2F%2Fw9l7ChfHFZztWcaXqXDkMNb48iEJJRzTq7aL82ifGJZegxLBDwuXx86mmxMMwK8VY97YF05gB5kTfMz%2B9DLK57p3ecIB%2Fc5HtyEdf%2F7trYGqe2YMqURd7wl1AOaRiFOvcvYXdGXKdHyQpsBv8vjbk5KA2uDXa%2FUKdKWcl6RNPQSuBxeLbK5NcGQWtvxE%2FN0Zr7j0QT4FQZWscX171QBG8Zp%2FuJirRy17Sf7fnDEmAgvcg%2Fa18qhDQ1A%2FKJp3fgBDor391W%2FC1w5SVs2sYtTdFSeihJ32MuhZyek9tm2H8khsZkFVTmpKtzqZxFjocD%2B%2BHwZOXT5U%2Fc5bizFYYWUYd1YNQzNG%2F5b1JqvmPk5q%2Bv4bMUIkt5M0yIil13vZMydQVHF7bFBbtRR44xw8bMxxAXEUskYRaXLIDd3GNDojBdsta0Kv%2BD1fYMLk3ggOUJ17UUwpHdgqUP2oYCXqBf0e9k7iCibj3CqndmBkWBTbbK%2FezvRRoYPnK3nEwlPsDBkq4JV3OdHgSE8LoEjTx9zpNPbFaRsOtQUnaEEbxBoHxZXOc%3D&nvMid=46340381042&catId=50014600
느린마을 약주,"약주, 청주","정제수, 쌀(국내산), 기타과당, 설탕, 국[곡자(밀), 조효소제(밀), 정제효소제], 젖산, 건조효모",12%  ,700ml,,2014 찾아가는 양조장,"쌀로 발효한 라이스 와인으로, 첫 입에 신선한 산미와 뒤이어 은은하게 퍼지는 단맛이 밸런스가 좋고, 쌀의 깊은 풍미가 메워 기분 좋은 여운을 남기는 술이다.",육회 궁합이 좋으며 한식과 잘 어울린다.,배상면주가,경기도 포천시 화현면 화현리 512,https://www.soolsool.co.kr/,,배상면주가 느린마을 약주 700ml (12도),"24,900원",무료,https://cr.shopping.naver.com/adcr.nhn?x=BNMzMAf3bN1GojREKHYUWf%2F%2F%2Fw%3D%3DsmTjpt3KFM7B5osk8cJ1bFyCYTe9MnALfbtV%2FypWI7x02FvX0o5tgdpaMRCJ7ZwMhczouAdFehHtvx1bJt8neNDkJM%2FpGCjge%2F%2FYo6Zx5AXG9Ee5J7gdvJAiPGj9TLgHOtliSTtb%2FFz88Y5lz7T%2Bim3EmBCE5S%2FkgRLMwLQuEFSqFoM3Yrek94rXbFPzCg0NW9R2XG96QuHgXmz7D0h5DMhqTI%2ForQj9pBZbI0fb4mvak6v2w9jBqMGR4TTsgYaQnlII%2ByYYqWVu3SSXxcjEJdHQXhLWLKGwqnp%2F%2BvH6LW%2BLLmWOMtVKwdiytROHh4q2QLNI4qr%2FTeRf4YLumuLxZT1RWuXRq4WvBzI8SB8dgwEmJ3Wi9iAMrK61wvmzg4nrMkQQppEPk1%2BtHoui4Zd2FwwNnAswnbPYQszF9seKrjf1t7MgJ6QhVFcy4VlGoICZRzx98Vf13jEEl9eVsN%2Fp33tjgsezW1l5JpvpA2NeJ52Z8CXl251OpmWizflz2KEWcTQOx%2BPGb2nXFTbX1tB%2FcAHlcwY%2BTA4J0DS%2F8CqJ%2BjAnNjqh%2FZemCCOboDhnweAmG&nvMid=45267024667&catId=50014580
인어교주해적술,리큐르/기타주류,"정제수, 증류원액(쌀, 국내산), 포도당, 포도과육(국내산), 효소처리스테비아, 포도향(합성향료), 구연산(산도조절제), 진주빛색소, 식용색소청색 제 1호(착색료), 이산화탄소",15%  ,360ml,,,"신선한 포도의 새콤한 신맛과 달달함이 톡! 쏘는 탄산과 어우러져 바다의 청량함을 느낄 수 있는 리큐르주이다. 홈술이나 홈파티, 홈바로 가볍게 즐기기 좋으며, 소중한 기념일이나 특별한 날을 위한 이벤트주로도 아주 좋다.","가벼운 안주류(치즈,견과류, 샐러드 등), 기름진 음식(피자, 파스타, 스테이크 등)",영덕주조,경북 영덕군 강구면 소월1길 16-10,https://smartstore.naver.com/yeongdeok,,블링블링 우주해적술 15도 360ml,"최저26,000원","2,000원 포함",https://cr.shopping.naver.com/adcr.nhn?x=kGPKLMrINwnRNLImysMGIP%2F%2F%2Fw%3D%3DsKEtoYA%2F%2F834uBmoOOf4e4tn7egDPmT0IX%2FkZWQOsqMist4HTjd%2Bxa43J8v44JdHvZt19dxs1rxRZ8qlNYNV%2BEetyjk%2BD4NztGEWNmuMArZjy03oYwJPEJszEvTyo8w4%2BqxYQwsRbo8mxFt5UUAB1I8SRNCuSqdqLxVElNRoYC7bIt9ELSj9ZgOwWGT6cXiS3sVr2X3traHZiX5qWza156hYMZg8oZj0YvhDX6QfwDE5y0HIMNmuxRu%2F3%2F7bi5xtSZjQVxFUH9S2CoP%2FWvxbmAp8W0P52jY2T4HFmB76zftRD4GfJApMLDCtmY2BcAr4%2BL7j9g%2FvdZpMXE694bFHt3jZoXqL87mJxsgBLP2HELUtVXemfpmeX70wC2wQT5nyi5pxiwDZPU40LYzhHX%2FcRv9GBMwzjA%2FikUY22XIO8nnQ9Z0SeMqENQcl4GV2BeGrFH97RxI1vIecyZWO%2Fgl8GsGtD4QhDNgHXhHGDLYTgWgQKdxpmR%2FOe9hARgxC56kTdHSvbGz0Cv3sjWIEz%2Fzvx8IzwkgLqgbDjs8%2FGFloc7kvdNUM7dtIrldeQVTVRA%2BDNDWT0Yjz3BeepqHR5KplksIc2zOXlEHu3QsLKXj8%2FXnTDCZGmlY%2BjoMM2vTIC3S2BiA3%2FU2AzguC84AnoS7Lq%2BbuoHPXEkGxye6KdRFaT1Oetbw%2BQt6NWROD%2BvZoXL1%2Fc5Hv1T%2FoDPeAT2ZD%2BWCfnsQ%3D%3D&nvMid=44439120627&catId=50014620
볼빨간미자,리큐르/기타주류,"물, 주정, 정백당, 오미자(국내산)",16%  ,375ml,,,아름다운 붉은 빛깔로 한 모금 마셨을때 퍼지는 오미자향과 맛이 일품이다. 5가지 맛의 국내산 오미자를 그대로 담아낸 프리미엄 리큐르이다.,,술샘,경기도 용인시 처인구 양지면 죽양대로 2298-1,http://www.sulseam.com,,술샘 볼빨간미자 16도 375ml,"최저16,250원","2,000원 포함",https://cr.shopping.naver.com/adcr.nhn?x=cfo0CJLn0mozb8HYMFn2fP%2F%2F%2Fw%3D%3DsqcW1vBQWkz5sWDKfn%2B1lbYQwxAymDnUVvPqIdpi7zcXa%2FuHS8dBRBrRw2IDz38xL8EPtkdde0ewEodz6wV3NwNcZAmEIbNd97Iw3LsQcum%2Bu1a%2FaupFc%2FUuZONiauISHKUXQYuIbeJQI9sE2%2BD7MtEls1M9xucXxkPPt7QTmSRFr6kdrp7BvT8OlwZ7P37YydlWd5AmKe78NuHa5QcsjG6Yc%2Fb6FiZ5Od6esFCPtP7SEsxArMyvEtAtXjwnvEJNA0l%2BnptqYkcgDtZd4N9E7Vcf3HK1FQACs6x34v7S513LgOSss4z3DRQhOZ2YOQdns334rL%2BbR36BhYe0R%2FrUmjgBSTS1sRv49oBHxm%2Bxq6HhRqck8gZVqggHorkrRSprqkl9BfbpK%2FPqbDE6B9VQm5yP9hMQTx7kFD23e9fB%2FRiAjxxszUeeZoo9xLCZzWsVy3BFDJPmINGVd22UpeKU8skmaHMPtqYRbCJsGCeFx1KqbQVTeTDx2sX%2FXkIygsonkWXSkeK6JDteL48f1JbzXvoLIYRFNfJagY2SPjDM%2BzKPP7LkSy2ybxzUP93eO9O5DT%2BDzDxwp7nT02YxkVA94lEZ0ZvuBE4%2BhLZWkgE7ov7zVGT%2FXwdUVnR8J8DhGGBRhWsl5%2Bg4luaQ7gEP1gxuYzQ1QmAmnoJRdq4K9btjkCM0%3D&nvMid=44441005620&catId=50014620
미르아토 로제와인,과실주,켐벨포도 등,12%  ,750ml,,,미르아토 로제 스위트는 부드러운 향과 달콤함이 최상인 제품이다. 샤인머스켓을 첨가하여 쓰지 않고 달콤하며 특유의 알코올 냄새가 없어 호불호가 많이 없는 와인이다. 상큼한 향과 영롱한색상까지 품어 아름답다.,"구운야채, 베이커리, 소시지, 해산물, 닭고기와 페어링하기 좋다.",금용농산,충청북도 영동군 용산면 법화길 5-4,https://smartstore.naver.com/miratto,,금용농산 미르아토 로제와인 12도 750ml,"최저21,000원","3,000원 포함",https://cr.shopping.naver.com/adcr.nhn?x=VkTLeypyt2Kw2cE7K5kM8f%2F%2F%2Fw%3D%3DsptqA0jNT1UZ%2FplbPXqEvZ%2Bzxu34uchp9fuw0d5jEjS%2BlysqETgPLsQiePHalt48JMLij9I3mbtmrZ27zmoY3XMnct96klzYn8R7%2B3slbPeDaBX%2BGdjyFbl06xOcTwIs6cZJp6h3oJZWf3y37lzD8ER03u%2FLKF5sY4dWwDE4yqELaH%2Bo1uYx3c%2F20TmNqYJspC4gHydx16Fpi8tNWatsmUepVZP0Gusu%2B6QcXARpC0Z%2Ftfc%2BM8HPPBIZNzmroHsr555MELU0ZeIzfNkjp%2Bmb61%2B%2FHFRhr2fy7vMkAR%2FGxo51cI6NHJ0KB77wDQhB0AydTuh9od78AHr2LJyg%2FLJPGz8gio3Nr0ol3suw9FtoNmkBkspqzsnMHm1Ur9MH3fd8cgGwmPNX%2Fe%2BXkuZ30duRQYj%2FN1gL%2FBgCKENDMCz1nm%2F33HS7mGARbnn%2B9T4tbsn%2Fbs2i6N2KI17kCTL3WmfiP8qLcNaGE0ECBVtGnRB6PuVLCnrp7XUACH%2FlTiSSMRdYesckzTqbxeSSgAFLHEsUV6YwkacYzHPJauGugqw2OFlxbQfH0VD0kPTq4J%2FwCTNBGCHK4lekSM9EbB8%2BF9jYthO4ZxN%2B6QsoBwxIY4rrl%2FwNpdNB%2FgBJzl1QW%2B2yKWH%2B0za4h3z%2BjkT7O9NAjV%2F4alPoLRdeTzJJo5DQ5ovPMjEUQ656NyLVZa0BIESVsqan9ylzac9XUQSPsUNbxV495kIVsN%2FiAcjmtIwlTUFZwg6A%3D&nvMid=32579315622&catId=50014640
미르아토 청수 스위트 (화이트)와인,과실주,,12%  ,750ml,,,미르아토 청수 스위트 화이트 와인은 국산포도 청수를 직접 초생재배하여 청수만이 가진 상큼함과 향기로움을 최대화 시키고있다. 화려하고 매력적이며 가볍고 신선한 청수 100% 화이트 와인이다.,"샐러드, 파스타, 생선회와 파전 등과 어울린다.",금용농산,충청북도 영동군 용산면 법화길 5-4,https://smartstore.naver.com/miratto,,"[국산 영동와인] 미르아토 청수 스위트 화이트와인 750ml, 12%","30,000원","4,000원",https://cr.shopping.naver.com/adcr.nhn?x=9xz%2FlB4eHg3x2dLXDiB6l%2F%2F%2F%2Fw%3D%3DsSY7SpvdRQ2Dr%2FHUG6eTVOqcNb8GoaPty7tV2kQ5mZaG8o08bpWD9dW0WS%2Fh3LC0ldAofVEwAWyK4rBxcR%2F4j7zwEvUJgXmsN05gfjNJUlLpf%2BFggzPDim%2BluuG%2FlFtSNk4KCaiz5XG84vHwxFVYWwj7CPpdIREBW93%2FwjcWO3%2BwnyLiDiBpZdagAMp%2BQAgPm5QP%2FA8RbBWuWDPlcnJwAIkuG%2FicFY3q9hGdjro9%2BnxQTqr8antUxtWWW%2F0BGxHXahSGqAWHitACaFf4DLRV9MT5KXw3neYJ2M3%2FSesTu7%2F5r6kdrp7BvT8OlwZ7P37YyZp%2FuhVWf5tMOyu5R2EADu5a9ZNPsz4Lbp8u3N%2FVEHGkERmakv5EW%2FiHD1ruzZXH6lc6ETT8VBtvJXJ6u%2BE5gU41OZ1wZPBkpSpCxkH%2BMpAyOfn7DloJpggRE5yOoadazpxfY5l2DE%2Fqohe3r%2FLXCwHKMUcEGAH97MirpteMFBZTZHs9XJ1cbpERiJMjUa1H0FC8WfgT8DVIB4GoC%2BRAPTL5%2FJvI9MeUfuowLWaULvBsPQuuue6O789pdIjZubtS73iYZki02ESym6aonZrfCKg%2FtRs2MgkAFbAzurpTEm5b4%2FJ0MiZJ3ntt6j22s%2BNPOlqwJxb1Ifc5%2Bn0we8SQKprGDUix33vXiW2qLO9ja2QeCqA6%2BrrPkSkQjk3bFq%2FUy&nvMid=83130512256&catId=50014640
고도리 아이스와인(아이스 375),과실주,,12%  ,375ml,,2018 찾아가는 양조장,"화려하고 풍부한 단맛의 디저트용 와인으로, 포도 알갱이가 얼어불을 때까지 기다렸다가 와인을 만들기 때문에 다른 와인에 비해 아이스와인은 들어가는 포도의 양이 많다 그만큼 귀한 와인으로 고급스러운 단맛과 진한 향을 선사한다.","과일 케이크, 애플파이 등 디저트와 어울린다.",고도리 와이너리,경북 영천시 고경면 고도리 494-3,http://고도리와인.com,,고도리아이스와인 375ml/도수12%,"39,900원","3,000원",https://cr.shopping.naver.com/adcr.nhn?x=o9ZN4BlVs79OX1zAjCMGg%2F%2F%2F%2Fw%3D%3DswP6krzXNggowTavkGDaphBvNsLOBCu8jjpwIPxQflsV9OpDzwDKv9kdmdhYsZJZIK5Tu%2BdP5tpyVFJE3zF5%2FYYitla7JGk9jXrcmmMDiqmq1YX09o%2FBZlb87CCKR6PjGEqsKh2espO63pD%2FSrnetPnVvTLAqeC2dagFWndpcR%2BSFnx%2B8DOL%2F5P8mjrKEvbrjhliDAjZ%2BzjRdH8RGr8Y3J9Yrh%2BJXf3WHIps3ONNOY0hCm4hx0J7cik4BONfzJGlf4DkrLOM9w0UITmdmDkHZ7N9%2BKy%2Fm0d%2BgYWHtEf61Jo4AUk0tbEb%2BPaAR8Zvsauh4v6dsj%2BDMgdAeJtVq7a8orG78I7s%2Fp2dDB4%2FHYoJNUVSUUPsHyjdyk0vwFHGV2Hge%2FM3ty9NNlY2ZwU%2F3pL%2BHrrK9hhn8hwAZhQIRULPoG4L9jkVtnvFOQSpBgB7R%2FwmECbUXK7DU9KuN%2FncsgAJe0tEKu7AKhzGsTsfOstxN27jXiujjfcxJZHoAkmGxWnw%2BHNDNXpblacNRXEuTBGTCQWtY0vFGtYcImi51jMcKK8Zbx9DScSMSaZ7WYDUrzlqQBze5KfraRNsPjlw4WD4he1CKnuX6S4Qijyd%2FdChk5AfLVWGr8fvvH1mWvUgXPK6j&nvMid=13022179201&catId=50014640
고도리 로제와인,과실주,거봉 포도,12%  ,375ml / 750ml,,2018 찾아가는 양조장,"화사한 핑크빛 색감이 예쁜 로제 와인으로, GAP인증을 받은 거봉 포도를 10월 중순에 수확하여 포도 껍질을 2일 동안 주스에 침용하였다가 껍질을 분리하여 화이트처럼 발효시킨 와인이다.",연한 핑크빛을 띄어 여성들이 선호하며 많이 달지 않아 어느 음식에나 어울린다.,고도리 와이너리,경북 영천시 고경면 고도리 494-3,http://고도리와인.com,,고도리 로제 와인,"20,000원","3,000원",https://cr.shopping.naver.com/adcr.nhn?x=YjGprgFSDdiKDJH2W%2F4%2B%2Bv%2F%2F%2Fw%3D%3DsBfPtut33yjl%2B9llCqBGyd317EyLnYKs5VTOKPKlMs9IHiGqTstsW8Qx3RuavTyxmy0IdkBOvJYyOyJuIUhDKPfc%2BoK8%2F92cvVy3ehA%2Bn91lYkyb0Gg%2Fohm%2FxFr4PrYOay4K4KkZS80jMzSIZ5%2BxqjbH6xKHX4o8T4JrgrUD1ickOOHONTe76alS0A6%2F9u97ENXBZZHXeMWndwkX7fhIT2jifl7kcJhm7MnpV5WXoMvwQadTJyZB%2BEyq9plLoPy3AbMeHTpJUClRMxKrfDVJU0vziKuqi6lvlwe2gIVAf2UAlXTdy6Sn%2F2yromYu89VyUPU9yeOhGr8p68mKV4P5rU4wpy0XflQitZFexIBJ3X5h%2FlLnJwMa7Bt8R2%2FUDqQrCY0vKo%2FFYbTHlwzY7CcGMsZeePMuWsizD4%2FkYKH12w7N329obQEua7fkTxABjB5BcSOUJql7txdMiw38qq%2Fe1aVSHIwGE5ijHGmV%2BL9mlnpHzdFrjB3TjPqcmAPUM6H7jNiFgIp6Q8IO9tMwX%2FAlCl%2BNu2aK3MP5vFqVpa9GVfIu%2B%2F0%2F19Pg66%2BuAO3OeO4e5zQjAJZRFfplX5II2C%2FJhv0HQIiXcF4qwUXZ2sX76wW8%3D&nvMid=25044263411&catId=50014640
끌로너와 스위트와인,과실주,머루,12%  ,750ml,,,"끌로너와 와인은 너와마을 주민이 직접 재배한 유기농, 무농약 머루로 정성스럽게 빚은 고급 와인이다. 강하게 밀려오는 향기와 진하고 순수한머루에 향기와 맛이 계속 입안에 남아 머무르는 느낌을 받는다.","가볍고 스윗한 와인으로 부드러운 맛이 특징이라 테이블 와인, 디저트 와인으로 적합하다. 가볍게 치즈나 스낵과 함께 즐기기 좋다.",너와마을영동조합,강원도 삼척시 도계읍 문의재로 1274,https://smartstore.naver.com/neowavillage,,끌로너와 스위트 머루와인 750ml,"32,000원","3,800원",https://cr.shopping.naver.com/adcr.nhn?x=Pe5x0y8ce47xVIO31UmufP%2F%2F%2Fw%3D%3DsP%2BLmHSvMz%2FmEM%2FNAeNjrYIi9aCR1IzNFxAafe1SC0WK2RrRboDWbA4VPKDDh4E%2FtXSa78RIDVNAcDpWVeQN8M2qXVY0F%2Bp2YekPGFTSq4U3Qb1jHTHBEPfTBwRoCoxWvvTgWKnf1dDhLYltgd4%2BGdrar9lcxnQtbADPdInu93Lbr1Vplyzv31awJHa5JOhl1NxpfRkXGdETAnqhH27bU3QAfjE4g9IF%2Bv%2BEpmz6LVArsQ5rz0SWCztmdAPlvoo%2BCGpMj%2BitCP2kFlsjR9via9qTq%2FbD2MGowZHhNOyBhpCeUgj7JhipZW7dJJfFyMQl0GpEDqeGZtmaccs1zgJJ2LWr9z%2FV0J00gkIZfxD8AUdy24lo1AzzV5pD5wRXndTIN%2BMOXMecQjPrRRspuqysyxeeNPsBPKHtxeXRB7jP8ftVwQBTKUVRfproc1JGaItU94nsc80QIkyAsQNoMIjd9SpoicNPOn%2FGMcjO4wYTdyOTSyvNDEOqXArcTudWd%2FWXdBco5AvpSOcigNjyfxSc02NmVVgsMQmmcjxwXoIw9IhY9argilplZDnHRhZBTxnENTd%2Bk%2Bs6IP%2FLsUOogTQo4y4KoDr6us%2BRKRCOTdsWr9TI%3D&nvMid=34648993769&catId=50014640
포엠 화이트와인,과실주,"포도, 백설탕, 효모",12%  ,750ml,,,"청수와 나아이가라를 블랜딩하여 만든 세미 스위트와인으로, 청포도의 새콤하면서도 깔끔한 맛과 향이 부드럽고 달콤하며 균형감이 좋다. 옐로 다이아몬드의 색을 그대로 가진 화이트 와인이다. 달콤함과 산뜻함을 가진 향, 더불어 잘 익은 청포도의 향이 뒷받쳐 준다. 입속에 머금은 순간 잘 익은 포도를 깨무는 듯한 식감이 펼쳐지며 마지막에 떨어지는 신맛은 식욕을 더욱 돋우는 매력이 있다.","와인 맛을 잘 느끼고자 담백한 요리를 추천한다. 주로 바닷가 요리와 잘 어울릴 수 있으며, 담백한 광어, 우럭 및 조개찜 등과도 좋은 조합을 보일 것이다.",갈기산농업회사,충북 영동군 학산면 모리1길 4,https://smartstore.naver.com/galgisanwine,,포엠 화이트 스위트 와인 12도 750ml,"최저37,050원",무료,https://cr.shopping.naver.com/adcr.nhn?x=mWrUuT%2FiLKMEZDfjGRO36f%2F%2F%2Fw%3D%3Dsyl3snCX3lY0CezANy3fq8tSre1cPGhZhRTa8sVctp2n1RmKcmOp6BhFIvb91ofGRPSDLxZsN37rZXSccL1N0qZxHUAHp3XWrGosMIq3SLXRVigpkbbkaoiDWy4CSi%2BJDxS9M7RqSujLXzS4sGDdKOsTDIk6qoIC112YXuP8Q0O7DpmNu2Rs3tEPrV0ZTODsb5ePKZ%2BA78%2BUNFD2FSnJuIe0mo8Z6N6BarWNSX7Kry%2BwAicLfXL5zIdhyYAGBnri6UjqmSrMLb4U8obIgv9aL7VjwJ9CSbRE3NdC3TevnjTZJ7ZifZJmOtgTzSQdRiz7SyCKjc2vSiXey7D0W2g2aQGSymrOycwebVSv0wfd93xyAbCY81f975eS5nfR25FBiP83WAv8GAIoQ0MwLPWeb%2FbTwuZUl8Ca2gGZqxBWyACVqLzcRVswO%2FNXTrA15l4GN%2FYt3y4e%2FyfFLoRdaaVFEupeuiyJesmoz1lCVCj4EMZecPfwzF9ktWcxdrcTtO8KU%2BTwAan6dX%2BVQZjuihnwXP4duHVi1mM1P6OSAUrMgfxQR2%2Fc7lCPijyeH%2FewzLmovvoDclnNkqilOm4pCCNukuro8oBoom8vqwo7LFWHiGuAI3H7q7vLdR7gBQacP6AdkDWrhHEcp0p%2F%2FKKziu53PdKySLaMtuSzse3VBFaFyzotZ1RG7Gv2ABZ4We0hK3w1MV3OdHgSE8LoEjTx9zpNPbFaRsOtQUnaEEbxBoHxZXOc%3D&nvMid=32730766621&catId=50014640
포엠 로제와인,과실주,"포도, 설탕, 효모, 메타중아황산나트륨, 소르빈산칼륨",12%  ,750ml,2019 우리술 품평회 과실주부문 우수상,,"옅은 핑크빛이 도는 스위트 와인으로, 장미향이 은은하게 나는 달콤한 디저트와인이다. 당도와 산도의 밸런스가 좋아 깔끔하고 뒷맛이 좋은 와인이다. 레드 다이아몬드의 색을 가진 와인으로 향이 바로 치고 오지는 않지만, 잔잔히 올라오는 포도향이 좋다. 살짝 입을 대면 향에서 숨겨졌던 잘 익은 포도 맛이 그대로 올라온다. 떫은맛, 타닌감, 산미는 지극히 적지만, 이 맛 하나로도 충분히 맛을 표현하고 있다.","단맛이 많은 만큼 식중주보다는 식전 주나 식후 주를 추천하고 싶으며, 드레싱 없이 생야채만 함께 즐긴다면 이 와인의 특징을 느낄 수 있을 것이다.",갈기산농업회사,충북 영동군 학산면 모리1길 4,https://smartstore.naver.com/galgisanwine,,포엠 로제 스위트 와인 12도 750ml,"최저29,550원","2,000원 포함",https://cr.shopping.naver.com/adcr.nhn?x=SYSkmG4ixCOs6ALKlcEOEP%2F%2F%2Fw%3D%3Ds8Mc5uYkR4NPeB%2FDaktANqBJDsTNohrj7QoCozpIn5JuOInxwS9eU9g6qOfnRH6v5PSDLxZsN37rZXSccL1N0qWEpjvAjEo0r3oV6WBJxv3%2BLEypOPwRdrRU0PXmBEFQbFT%2BAeHQMu7VR2uSwB2GhU9DDaoKSeTobiwGdSlCvs8Tffisv5tHfoGFh7RH%2BtSaOQjXJSsLy8gP8rP%2Fxzz2oy890aRerZGLr%2B3HytV%2Bm%2Bw7Xg%2BxUpwyZQjZC5sppvE3la6aAnfzqZAe4nEBAmjca0ZlumX9JFg1xML9klPROXKlNfuwMyCqePHMks8lZL8zpaOnFAkB%2BkeJrwcX2Qhg6nzaLBwH9kIDuJJG0u%2FSYBiHBz7%2BORHa%2BX777%2F5U82WuFRDpykpOqWZgZqWcBmVwRDdAyVjq%2F5inxvAgYPg0eO1I6JIeyjRJJG8AQSjlBThBKZh6Da4bKv6NoaaNAsyt%2B%2BQuonzrGNEAJVq%2BFPeTkBDIiNvEAyH7XT6ObGe95mRdUOpHKzjveppEM65R4wMjzayYneaYYKlrgJzwUsiy3Rg8IcriV6RIz0RsHz4X2Ni2E7hnE37pCygHDEhjiuuX%2FA3iOvl9VRE%2BgPoJPYc%2FCVvUaaJOAl80qq5go8CBX4ob4%2BgtF15PMkmjkNDmi88yMRfRS6sF8JLmTvzxUPT6gtg8pz2TyqXHDO0mENvMt2FeRhWw3%2BIByOa0jCVNQVnCDoA%3D%3D&nvMid=32731851621&catId=50014640
신애유자,과실주,"사과즙(국산), 정제수, 벌꿀(국산), 생강즙(국산), 유자과즙(국산), 탄산가스, 로즈마리티, 사과산(산도조절제), 구연산(산도조절제), 천일염, 메타중아황산칼륨, 효모아황산류",5%  ,330ml / 750ml,,,지역산 꿀과 생강즙에 로즈마리 향과 신안군 천일염으로 마무리되는 밸런스가 일품인 미디움 드라이 사이더이다. 상큼한 유자의 첫맛이 지나고 나면 생강과 로즈마리의 은근한 풍미가 산뜻함을 전해준다.,"떡볶이, 양념치킨와 페어링하기 좋다.",댄싱사이더 컴퍼니,충청북도 충주시 중앙탑면 인담길 35-1,https://www.dancingcider.com/,,댄싱사이더 신애유자 5도 330ml,"최저7,900원","2,000원 포함",https://cr.shopping.naver.com/adcr.nhn?x=D76LlECZhfZ4%2FVA9TdCnNf%2F%2F%2Fw%3D%3Dsxe05AZEksqeW1Y7AOHJrIkXpkxm%2BH8zGgySk8ImPx30L%2BE9IGAt9dtmnMwue5e6NJM8VQHYAVmECPtTvcRCsOX3nuEXPpvSAbJJqnfNX4CPC4yWaUG8xE2ThPM%2Bd86HlWyMfCcqbvP2bYPfmnFqBz44VYvsPNWlTYfSKsTkqWBXIt9ELSj9ZgOwWGT6cXiS3sVr2X3traHZiX5qWza156qO7GQFRfpdBok%2Fw6CG%2FjZHvRsZX99cJPGSlyPe%2FwXI%2B8TYW%2FuFtSe10P21RG42JmgxXkVEMUxROPqlb842ySefnFDED7NJc1saBvZTbXTyIUrLZ80VBGYzSgVTgrY5iQEPg%2F6PYJW9LpCSumzPJoigK7CtQzZWLlur1%2FFge4%2BEp3HEFZRqykj%2FtZQU4L7ohVY71QeQMaX9vPTeg9ehMqSq%2BpQnwKQuqdNMFlViD3HLtTbHoPPiqUb%2FmeOPSBavyWnNwfMtEj5ZuMkdeKlrZGA5yk4rV19DrhHsKjFxoudJtI9KnZIdEMouaRhNTCKe6TO55WnWFHFN807RQfRl1dkvl5unWWErR6LwD%2BYFNW3eehsXLZMKVKeaBlnvN5dyX3Q1q4RxHKdKf%2Fyis4rudz3SARK%2FdnKOP7RwYEqGEyRQtF%2Fnc1zJ5Rvecbr7Wdc1WZ1dznR4EhPC6BI08fc6TT2xWkbDrUFJ2hBG8QaB8WVzn&nvMid=38888925621&catId=50014640
